Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Paradoxurus hermaphroditus	Asian palm civet	isolate: BSD07	71117	ParHer_v1_BIUU	GCA_004024585.1	GenBank		Scaffold	62870	2477229103	2019-01-15		PRJNA399364	SAMN07678048
Pteronura brasiliensis	giant otter	isolate: BS51	9672	PteBra_v1_BIUU	GCA_004024605.1	GenBank		Scaffold	90879	2602275310	2019-01-15		PRJNA399365	SAMN07678049
Mellivora capensis	ratel	isolate: BS25, sex: female	9664	MelCap_v1_BIUU	GCA_004024625.1	GenBank		Scaffold	50213	3091173380	2019-01-15		PRJNA399403	SAMN07678094
Mirza coquereli	Coquerel's mouse lemur	isolate: BS13, sex: female	47180	MizCoq_v1_BIUU	GCA_004024645.1	GenBank		Scaffold	60596	2340865962	2019-01-15		PRJNA399404	SAMN07678095
Lemur catta	Ring-tailed lemur	isolate: BS26, sex: male	9447	LemCat_v1_BIUU	GCA_004024665.1	GenBank		Scaffold	158439	2298449872	2019-01-15		PRJNA399402	SAMN07678092
Dipodomys stephensi	Stephens's kangaroo rat	isolate: BS19	323379	DipSte_v1_BIUU	GCA_004024685.1	GenBank		Scaffold	30710	2346418196	2019-01-15		PRJNA399390	SAMN07678080
Moschus moschiferus	Siberian musk deer	isolate: BS20	68415	MosMos_v2_BIUU_UCD	GCA_004024705.2	GenBank		Scaffold	34785	3069608437	2019-07-15		PRJNA399405	SAMN07678096
Cheirogaleus medius	Lesser dwarf lemur	isolate: BS12, sex: female	9460	CheMed_v1_BIUU	GCA_004024725.1	GenBank		Scaffold	90923	2393092913	2019-01-15		PRJNA399382	SAMN07678072
Catagonus wagneri	Chacoan peccary	isolate: BS18	51154	CatWag_v2_BIUU_UCD	GCA_004024745.2	GenBank		Scaffold	65965	2640067814	2019-07-15		PRJNA399378	SAMN07678067
Zapus hudsonius	meadow jumping mouse	isolate: BS14	160400	ZapHud_v1_BIUU	GCA_004024765.1	GenBank		Scaffold	23350	2611189839	2019-01-15		PRJNA399434	SAMN07678139
Ateles geoffroyi	black-handed spider monkey	isolate: BS17	9509	AteGeo_v1_BIUU	GCA_004024785.1	GenBank		Scaffold	59033	2897033911	2019-01-15		PRJNA399374	SAMN07678064
Xerus inauris	South African ground squirrel	isolate: US057	234690	XerIna_v1_BIUU	GCA_004024805.1	GenBank		Scaffold	64054	2601418404	2019-01-15		PRJNA399425	SAMN07678119
Pygathrix nemaeus	Red shanked douc langur	isolate: BS24, sex: female	54133	PygNem_v1_BIUU	GCA_004024825.1	GenBank		Scaffold	51434	3217150031	2019-01-15		PRJNA399415	SAMN07678108
Tonatia saurophila	stripe-headed round-eared bat	isolate: US038	171122	TonSau_v1_BIUU	GCA_004024845.1	GenBank		Scaffold	141649	2105886965	2019-01-15		PRJNA399356	SAMN07678031
Rousettus aegyptiacus	Egyptian rousette	isolate: US006, sex: female	9407	RouAeg_v1_BIUU	GCA_004024865.1	GenBank		Scaffold	100260	1972131931	2019-01-15		PRJNA399428	SAMN07678121
Saguinus imperator	tamarin	isolate: BS22, sex: male	9491	SagImp_v1_BIUU	GCA_004024885.1	GenBank		Scaffold	53787	3493717886	2019-01-15		PRJNA399417	SAMN07678110
Tapirus indicus	Asiatic tapir	isolate: BS100	9802	TapInd_v1_BIUU	GCA_004024905.1	GenBank		Scaffold	225792	2425203111	2019-01-15		PRJNA399421	SAMN07678113
Scalopus aquaticus	eastern mole	isolate: US009	71119	ScaAqu_v1_BIUU	GCA_004024925.1	GenBank		Scaffold	72421	2068871057	2019-01-15		PRJNA399361	SAMN07678045
Uropsilus gracilis	gracile shrew mole	isolate: US010	182669	UroGra_v1_BIUU	GCA_004024945.1	GenBank		Scaffold	43618	2112710047	2019-01-15		PRJNA399362	SAMN07678046
Tragulus javanicus	Java mouse-deer	isolate: US108, sex: male	9849	ASM402496v2	GCA_004024965.2	GenBank		Scaffold	80230	2589955488	2019-07-15		PRJNA399456	SAMN07678116
Saiga tatarica		isolate: BS49, sex: male	34875	SaiTat_v1_BIUU	GCA_004024985.1	GenBank		Scaffold	6406	2876186568	2019-01-15		PRJNA399418	SAMN07678151
Tadarida brasiliensis	Brazilian free-tailed bat	isolate: US034	9438	TadBra_v1_BIUU	GCA_004025005.1	GenBank		Scaffold	22617	2709928648	2019-01-15		PRJNA399430	SAMN07678131
Tapirus terrestris	Brazilian tapir	isolate: BS40	9801	TapTer_v1_BIUU	GCA_004025025.1	GenBank		Scaffold	164193	2571458752	2019-01-15		PRJNA399422	SAMN07678114
Sigmodon hispidus	hispid cotton rat	isolate: US029	42415	SigHis_v1_BIUU	GCA_004025045.1	GenBank		Scaffold	67983	2730600022	2019-01-15		PRJNA399433	SAMN07678138
Semnopithecus entellus	Hanuman langur	isolate: BS30	88029	SemEnt_v1_BIUU	GCA_004025065.1	GenBank		Scaffold	25064	3033044217	2019-01-15		PRJNA399419	SAMN07678111
Thryonomys swinderianus	Greater cane rat	isolate: US090	10169	ThrSwi_v1_BIUU	GCA_004025085.1	GenBank		Scaffold	18955	2662148533	2019-01-15		PRJNA399470	SAMN07678129
Tamandua tetradactyla	southern tamandua	isolate: US055	48850	TamTet_v1_BIUU	GCA_004025105.1	GenBank		Scaffold	18654	3849374830	2019-01-15		PRJNA399420	SAMN07678112
Tolypeutes matacus		isolate: US073	183749	TolMat_v1_BIUU	GCA_004025125.1	GenBank		Scaffold	9441	4115028163	2019-01-15		PRJNA399423	SAMN07678115
Takifugu bimaculatus		isolate: TB-2018, sex: female	433685	XU_Tbim_1.0	GCA_004026145.2	GenBank	From INSDC submitter	Chromosome	1312995	404311738	2019-06-21	20142	PRJNA508537	SAMN10524747
Rhizomys pruinosus	hoary bamboo rat	isolate: US103	53275	RhiPru_v1_BIUU	GCA_004026225.1	GenBank		Scaffold	2627	3937265448	2019-01-16		PRJNA399452	SAMN07678150
Miniopterus schreibersii	Schreibers' long-fingered bat	isolate: US075	9433	MinSch_v1_BIUU	GCA_004026525.1	GenBank		Scaffold	82539	1775846775	2019-01-16		PRJNA399366	SAMN07678147
Mormoops blainvillei	Antillean ghost-faced bat	isolate: US096	118852	MorMeg_v1_BIUU	GCA_004026545.1	GenBank		Scaffold	142682	2111750309	2019-01-16		PRJNA399472	SAMN07678133
Rangifer tarandus	reindeer	isolate: US061	9870	RanTarSib_v1_BIUU	GCA_004026565.1	GenBank		Scaffold	77671	2897299934	2019-01-16		PRJNA399416	SAMN07678109
Noctilio leporinus	greater bulldog bat	isolate: US093	94963	NocLep_v1_BIUU	GCA_004026585.1	GenBank		Scaffold	135651	2098501394	2019-01-16		PRJNA399473	SAMN07678134
Ondatra zibethicus	muskrat	isolate: US110	10060	OndZib_v1_BIUU	GCA_004026605.1	GenBank		Scaffold	73746	2562752769	2019-01-16		PRJNA399451	SAMN07678059
Pipistrellus pipistrellus	common pipistrelle	isolate: US040, sex: male	59474	PipPip_v1_BIUU	GCA_004026625.1	GenBank		Scaffold	26707	2090670443	2019-01-16		PRJNA399427	SAMN07678120
Pithecia pithecia	white-faced saki	isolate: BS33	43777	PitPit_v1_BIUU	GCA_004026645.1	GenBank		Scaffold	63292	2933562501	2019-01-16		PRJNA399413	SAMN07678106
Murina aurata feae		isolate: US074	1453894	MurFea_v1_BIUU	GCA_004026665.1	GenBank		Scaffold	23400	2331551382	2019-01-16		PRJNA399367	SAMN07678148
Monodon monoceros	narwhal	isolate: BS41, sex: male	40151	MonMon_M_v1_BIUU	GCA_004026685.1	GenBank		Scaffold	67024	2472545502	2019-01-16		PRJNA399349	SAMN07678024
Microgale talazaci	Talazac's shrew tenrec	isolate: US118	176115	MicTal_v1_BIUU	GCA_004026705.1	GenBank		Scaffold	56946	3236147583	2019-01-16		PRJNA399450	SAMN07678058
Onychomys torridus	southern grasshopper mouse	isolate: US017	38674	OnyTor_v1_BIUU	GCA_004026725.1	GenBank		Scaffold	18287	3202219269	2019-01-16		PRJNA399348	SAMN07678022
Myrmecophaga tridactyla	giant anteater	isolate: BS39	71006	MyrTri_v1_BIUU	GCA_004026745.1	GenBank		Scaffold	36434	3547273050	2019-01-16		PRJNA399407	SAMN07678098
Micronycteris hirsuta		isolate: US037	148065	MicHir_v1_BIUU	GCA_004026765.1	GenBank		Scaffold	62961	2314654405	2019-01-16		PRJNA399354	SAMN07678146
Meriones unguiculatus	Mongolian gerbil	isolate: US013	10047	MerUng_v1_BIUU	GCA_004026785.1	GenBank		Scaffold	69839	2637041433	2019-01-16		PRJNA399432	SAMN07678137
Lasiurus borealis	red bat	isolate: US024	258930	LasBor_v1_BIUU	GCA_004026805.1	GenBank		Scaffold	35165	2857590849	2019-01-16		PRJNA399352	SAMN07678027
Hemitragus hylocrius	Nilgiri tahr	isolate: BS50, sex: female	330464	HemHyl_v1_BIUU	GCA_004026825.1	GenBank		Scaffold	66552	2715042536	2019-01-16		PRJNA399397	SAMN07678087
Heterohyrax brucei	yellow-spotted hyrax	isolate: US064	77598	HetBruBak_v1_BIUU	GCA_004026845.1	GenBank		Scaffold	62841	3618151652	2019-01-16		PRJNA399398	SAMN07678088
Lepus americanus	snowshoe hare	isolate: BS55	48086	LepAme_v1_BIUU	GCA_004026855.1	GenBank		Scaffold	15057	3123271264	2019-01-16		PRJNA399359	SAMN07678042
Megaderma lyra	Indian false vampire	isolate: US036	9413	MegLyr_v1_BIUU	GCA_004026885.1	GenBank		Scaffold	71674	2620948449	2019-01-16		PRJNA399353	SAMN07678029
Hystrix cristata	crested porcupine	isolate: US031	10137	HysCri_v1_BIUU	GCA_004026905.1	GenBank		Scaffold	57102	2470917678	2019-01-16		PRJNA399401	SAMN07678090
Procavia capensis	Cape rock hyrax	isolate: US060	9813	ProCapCap_v2_BIUU_UCD	GCA_004026925.2	GenBank		Scaffold	38095	3897621025	2019-07-15		PRJNA399414	SAMN07678107
Ovis canadensis	bighorn sheep	isolate: BS48, sex: male	37174	OviCan_v1_BIUU	GCA_004026945.1	GenBank		Scaffold	55973	2863658823	2019-01-16		PRJNA399410	SAMN07678102
Petromus typicus	dassie-rat	isolate: US052	10183	PetTyp_v1_BIUU	GCA_004026965.1	GenBank		Scaffold	29916	2389366989	2019-01-16		PRJNA399347	SAMN07678021
Myotis myotis		isolate: US100	51298	MyoMyo_v1_BIUU	GCA_004026985.1	GenBank		Scaffold	19322	2294472406	2019-01-16		PRJNA399444	SAMN07678038
Muscardinus avellanarius	hazel dormouse	isolate: US077	39082	MusAve_v1_BIUU	GCA_004027005.1	GenBank		Scaffold	44294	2527147110	2019-01-16		PRJNA399340	SAMN07678014
Myocastor coypus	nutria	isolate: US051	10157	MyoCoy_v1_BIUU	GCA_004027025.1	GenBank		Scaffold	28446	2903175784	2019-01-16		PRJNA399346	SAMN07678020
Monodon monoceros	narwhal	isolate: BS03, sex: female	40151	MonMon_v1_BIUU	GCA_004027045.1	GenBank		Scaffold	70965	2546711041	2019-01-16		PRJNA399349	SAMN07678023
Hippopotamus amphibius	hippopotamus	isolate: BS01	9833	HipAmp_v2_BIUU_UCD	GCA_004027065.2	GenBank		Scaffold	76609	2733493772	2019-07-15		PRJNA399399	SAMN07678089
Mesoplodon bidens	Sowerby's beaked whale	isolate: US080	48745	MesBid_v1_BIUU	GCA_004027085.1	GenBank		Scaffold	28959	2797694783	2019-01-16		PRJNA399476	SAMN07678145
Nasalis larvatus	proboscis monkey	isolate: BS101, sex: female	43780	NasLar_v1_BIUU	GCA_004027105.1	GenBank		Scaffold	34532	3050434315	2019-01-16		PRJNA399408	SAMN07678099
Gossypium thurberi		isolate: 35	34273	Gothu_v1	GCA_004027125.1	GenBank		Chromosome	6033	582006748	2019-01-16		PRJNA488266	SAMN09928035
Daubentonia madagascariensis	aye-aye	isolate: BS11, sex: female	31869	DauMad_v1_BIUU	GCA_004027145.1	GenBank		Scaffold	298834	2498418007	2019-01-16		PRJNA399387	SAMN07678077
Ctenomys sociabilis	social tuco-tuco	isolate: BS34	43321	CteSoc_v1_BIUU	GCA_004027165.1	GenBank		Scaffold	37562	2834814551	2019-01-16		PRJNA399368	SAMN07678051
Glis glis	Fat dormouse	isolate: US078	41261	GliGli_v1_BIUU	GCA_004027185.1	GenBank		Scaffold	26062	2462087207	2019-01-16		PRJNA399435	SAMN07678015
Ctenodactylus gundi	northern gundi	isolate: US049	10166	CteGun_v1_BIUU	GCA_004027205.1	GenBank		Scaffold	218543	2322471743	2019-01-16		PRJNA399344	SAMN07678018
Strigops habroptila	Kakapo	isolate: Jane, sex: female	2489341	bStrHab1.2.pri	GCA_004027225.2	GenBank		Chromosome	9454087	1148597545	2020-03-04		PRJNA489135	SAMN09948751
Galeopterus variegatus	Sunda flying lemur	isolate: US047	482537	GalVar_v2_BIUU_UCD	GCA_004027255.2	GenBank		Scaffold	34666	3349451543	2019-07-15		PRJNA399345	SAMN07678019
Eulemur fulvus	brown lemur	isolate: BS10, sex: female	13515	EulFul_v1_BIUU	GCA_004027275.1	GenBank		Scaffold	21310	2748885701	2019-01-16		PRJNA399393	SAMN07678083
Dolichotis patagonum	Patagonian cavy	isolate: US062	29091	DolPat_v1_BIUU	GCA_004027295.1	GenBank		Scaffold	27983	3289614431	2019-01-16		PRJNA399391	SAMN07678081
Diceros bicornis	black rhinoceros	isolate: BS38, sex: female	9805	DicBicMic_v2_BIUU_UCD	GCA_004027315.2	GenBank		Scaffold	91002	3060207893	2019-07-15		PRJNA399388	SAMN07678078
Erythrocebus patas	red guenon	isolate: BS28	9538	EryPat_v1_BIUU	GCA_004027335.1	GenBank		Scaffold	28523	3490485286	2019-01-16		PRJNA399392	SAMN07678082
Elephantulus edwardii	Cape elephant shrew	isolate: BS57, sex: female	28737	EleEdw_v1_BIUU	GCA_004027355.1	GenBank		Scaffold	16488	4288896762	2019-01-16		PRJNA399475	SAMN07678142
Macroglossus sobrinus		isolate: US102	326083	MacSob_v1_BIUU	GCA_004027375.1	GenBank		Scaffold	338389	1897644983	2019-01-16		PRJNA399443	SAMN07678028
Canis lupus familiaris	dog	isolate: BS72	9615	CanFam_VD_v1_BIUU	GCA_004027395.1	GenBank		Scaffold	100144	2544127025	2019-01-16		PRJNA399441	SAMN07678141
Hipposideros galeritus	Cantor's roundleaf bat	isolate: US101	58069	HipGal_v1_BIUU	GCA_004027415.1	GenBank		Scaffold	33704	2440750851	2019-01-16		PRJNA399442	SAMN07678026
Artibeus jamaicensis	Jamaican fruit-eating bat	isolate: US092	9417	ArtJam_v1_BIUU	GCA_004027435.1	GenBank		Scaffold	32365	2424784351	2019-01-16		PRJNA399471	SAMN07678132
Hydrochoerus hydrochaeris	capybara	isolate: US065	10149	HydHyd_v1_BIUU	GCA_004027455.1	GenBank		Scaffold	148451	2734590088	2019-01-16		PRJNA399400	SAMN07678143
Anoura caudifer	tailed tailless bat	isolate: US021	27642	AnoCau_v1_BIUU	GCA_004027475.1	GenBank		Scaffold	143417	2206589520	2019-01-16		PRJNA399350	SAMN07678033
Beatragus hunteri		isolate: BS46, sex: female	59527	BeaHun_v1_BIUU	GCA_004027495.1	GenBank		Scaffold	57444	2697255800	2019-01-16		PRJNA399375	SAMN07678065
Antilocapra americana	pronghorn	isolate: BS35	9891	AntAmePen_v2_BIUU_UCD	GCA_004027515.2	GenBank		Scaffold	61698	2955306661	2019-07-15		PRJNA399373	SAMN07678063
Acomys cahirinus	Egyptian spiny mouse	isolate: US019, sex: female	10068	AcoCah_v1_BIUU	GCA_004027535.1	GenBank		Scaffold	42476	2306070819	2019-01-16		PRJNA399339	SAMN07678032
Craseonycteris thonglongyai	hog-nosed bat	isolate: US097	208972	CraTho_v1_BIUU	GCA_004027555.1	GenBank		Scaffold	23218	2272093077	2019-01-16		PRJNA399445	SAMN07678039
Cricetomys gambianus	Gambian giant pouched rat	isolate: US082	10085	CriGam_v1_BIUU	GCA_004027575.1	GenBank		Scaffold	80761	2397721602	2019-01-16		PRJNA399436	SAMN07678025
Dinomys branickii	pacarana	isolate: US070	108858	DinBra_v1_BIUU	GCA_004027595.1	GenBank		Scaffold	64805	2688563719	2019-01-16		PRJNA399389	SAMN07678079
Cercopithecus neglectus	De Brazza's monkey	isolate: BS29	36227	CertNeg_v1_BIUU	GCA_004027615.1	GenBank		Scaffold	9789	3278860052	2019-01-16		PRJNA399380	SAMN07678070
Crocidura indochinensis		isolate: US011	876679	CroInd_v1_BIUU	GCA_004027635.1	GenBank		Scaffold	4927	3082217326	2019-01-16		PRJNA399360	SAMN07678044
Graphiurus murinus	woodland dormouse	isolate: US067	51346	GraMur_v1_BIUU	GCA_004027655.1	GenBank		Scaffold	22138	2815014629	2019-01-16		PRJNA399395	SAMN07678085
Castor canadensis	American beaver	isolate: US014	51338	CasCan_v1_BIUU	GCA_004027675.1	GenBank		Scaffold	49369	2761481163	2019-01-16		PRJNA399431	SAMN07678136
Cavia tschudii	Montane guinea pig	isolate: US050	143287	CavTsc_v1_BIUU	GCA_004027695.1	GenBank		Scaffold	64807	3077352510	2019-01-16		PRJNA399343	SAMN07678017
Plecturocebus donacophilus	Bolivian titi	isolate: BS44, sex: female	230833	CalDon_v1_BIUU	GCA_004027715.1	GenBank		Scaffold	41149	2959764160	2019-01-16		PRJNA399376	SAMN07678140
Carollia perspicillata	Seba's short-tailed bat	isolate: US073	40233	CarPer_v1_BIUU	GCA_004027735.1	GenBank		Scaffold	10341	2689411905	2019-01-16		PRJNA399439	SAMN07678055
Cebus albifrons	white-fronted capuchin	isolate: BS31	9514	CebAlb_v1_BIUU	GCA_004027755.1	GenBank		Scaffold	25652	3058667321	2019-01-16		PRJNA399379	SAMN07678068
Bradypus variegatus	Brown-throated sloth	isolate: BS16	9355	BraVar_v1_BIUU	GCA_004027775.1	GenBank		Scaffold	1900	1502475299	2019-01-16		PRJNA399370	SAMN07678054
Ceratotherium simum cottoni	northern white rhinoceros	isolate: BS59, sex: female	310713	CerCot_v1_BIUU	GCA_004027795.1	GenBank		Scaffold	21199	2666617437	2019-01-16		PRJNA399457	SAMN07678069
Nycticebus coucang	slow loris	isolate: BS32	9470	NycCou_v1_BIUU	GCA_004027815.1	GenBank		Scaffold	17693	3294558825	2019-01-16		PRJNA399409	SAMN07678100
Alouatta palliata	mantled howler monkey	isolate: BS02	30589	AloPal_v1_BIUU	GCA_004027835.1	GenBank		Scaffold	51304	3033617595	2019-01-16		PRJNA399372	SAMN07678036
Choloepus didactylus	southern two-toed sloth	isolate: US054	27675	ChoDid_v1_BIUU	GCA_004027855.1	GenBank		Scaffold	7167	3390661301	2019-01-16		PRJNA399383	SAMN07678073
Aplodontia rufa	mountain beaver	isolate: BS102	51342	AplRuf_v1_BIUU	GCA_004027875.1	GenBank		Scaffold	33245	3005535537	2019-01-16		PRJNA399342	SAMN07678037
Orientallactaga bullata	Gobi jerboa	isolate: US110	1041416	AllBul_v1_BIUU	GCA_004027895.1	GenBank		Scaffold	30651	3093575781	2019-01-16		PRJNA399447	SAMN07678035
Capromys pilorides	Desmarest's hutia	isolate: US015, sex: female	34842	CapPil_v1_BIUU	GCA_004027915.1	GenBank		Scaffold	4080	3023850356	2019-01-16		PRJNA399377	SAMN07678066
Chrysochloris asiatica	Cape golden mole	isolate: BS56, sex: female	185453	ChrAsi_v1_BIUU	GCA_004027935.1	GenBank		Scaffold	6444	4750461421	2019-01-16		PRJNA399474	SAMN07678135
Chaetophractus vellerosus	Screaming hairy armadillo	isolate: US068	340076	ChaVel_v1_BIUU	GCA_004027955.1	GenBank		Scaffold	1606	5335596729	2019-01-16		PRJNA399381	SAMN07678071
Eumetopias jubatus	Steller sea lion	isolate: GAN:26980396, sex: female	34886	ASM402803v1	GCA_004028035.1	GenBank		Scaffold	242372	2418246527	2019-01-15		PRJNA475770	SAMN09402722
Grosmannia galeiformis		strain: CBS 115711	255215	GGAL	GCA_004028395.1	GenBank		Scaffold	48583	26361883	2019-01-17		PRJNA507035	SAMN10483309
Cirrhinus molitorella	mud carp	strain: Cmo-2017	172907	ASM402844v1	GCA_004028445.1	GenBank		Scaffold	2738	920272578	2019-01-17		PRJNA511029	SAMN10663080
Cuora amboinensis	Amboina box turtle	sex: male	74909	ASM402862v2	GCA_004028625.2	GenBank		Scaffold	47152	2214832461	2019-03-22		PRJNA511034	SAMN10722981
Tachypleus tridentatus	Chinese horseshoe crab	isolate: BBG1	6853	TAL_UN_1.0	GCA_004102145.1	GenBank		Scaffold	293563	1889451550	2019-01-22		PRJNA472682	SAMN09240568
Armadillidium vulgare	common pillbug	isolate: BF2787, sex: female	13347	Arma_vul_BF2787	GCA_004104545.1	GenBank	From INSDC submitter	Scaffold	38359	1725108002	2019-01-24	19051	PRJNA501402	SAMN10345417
Verticillium dahliae		strain: Getta Getta	27337	ASM410974v1	GCA_004109745.1	GenBank	From INSDC submitter	Chromosome	244595	33295213	2019-01-25	9671	PRJNA506278	SAMN10457093
Saccharomyces cerevisiae	baker's yeast	strain: SA1	4932	LGE_SA1_1.0	GCA_004114265.1	GenBank		Scaffold	111128	11545732	2019-01-25		PRJNA515487	SAMN10755908
Hordeum vulgare	barley	cultivar: Lasa Goumang	4513	Hulless_Barley_ass.V2	GCA_004114815.1	GenBank	From INSDC submitter	Scaffold	1562846	4006124924	2019-01-28	63557	PRJNA487965	SAMN09914874
Cucurbita argyrosperma subsp. argyrosperma		cultivar: Calabaza pipiana	1094858	ASM411500v1	GCA_004115005.1	GenBank		Scaffold	455795	228814150	2019-01-30		PRJNA485527	SAMN10795727
Sinella curviseta		isolate: NJ population, sex: pooled male and female	187695	ASM411504v3	GCA_004115045.3	GenBank		Chromosome	821727	364329999	2020-05-26		PRJNA494047	SAMN10147912
Lymantria dispar dispar		sex: female, strain: IPLB-LD-652	690910	ASM411510v1	GCA_004115105.1	GenBank		Scaffold	15453	864963299	2019-01-28		PRJNA504524	SAMN10394683
Odocoileus hemionus hemionus		isolate: MD92	9877	UofA_Ohem_1.0	GCA_004115125.1	GenBank		Scaffold	113295	2343684856	2019-01-30		PRJNA417092	SAMN07977136
Coccidioides immitis		strain: WA_211	5501	Cimm211_ragoo	GCA_004115165.2	GenBank	From INSDC submitter	Scaffold	234788	27474893	2019-07-01	7936	PRJNA245906	SAMN02786853
Ornithorhynchus anatinus	platypus	isolate: Pmale09, sex: male	9258	mOrnAna1.alt.v3	GCA_004115175.2	GenBank		Scaffold	882175	1575252831	2020-04-06		PRJNA489115	SAMN08537700
Ornithorhynchus anatinus	platypus	isolate: Pmale09, sex: male	9258	mOrnAna1.pri.v4	GCA_004115215.4	GenBank		Chromosome	15146802	1859264908	2020-04-13		PRJNA489114	SAMN08537700
Phyllostomus discolor	pale spear-nosed bat	isolate: MPI-MPIP mPhyDis1, sex: male	89673	mPhyDis1.alti.v3	GCA_004115245.2	GenBank		Scaffold	931872	2051656167	2020-05-11		PRJNA489142	SAMN09948786
Rhinolophus ferrumequinum	greater horseshoe bat	isolate: MPI-CBG mRhiFer1, sex: female	59479	mRhiFer1_v1.p	GCA_004115265.3	GenBank		Chromosome	31900497	2075768562	2019-05-17		PRJNA489106	SAMN09948510
Rhinolophus ferrumequinum	greater horseshoe bat	isolate: MPI-CBG mRhiFer1, sex: female	59479	mRhiFer1_v1.h	GCA_004115295.1	GenBank		Scaffold	301176	1514615512	2019-01-28		PRJNA489105	SAMN09948510
Malus domestica	apple	cultivar: HFTH1	3750	ASM411538v1	GCA_004115385.1	GenBank	From INSDC submitter	Chromosome	6988123	660462720	2019-01-29	42841	PRJNA482033	SAMN09744170
Globisporangium irregulare		strain: CBS 494.86	36331	PIRR_v1	GCA_004117815.1	GenBank		Scaffold	11619	45784433	2019-01-29		PRJNA371716	SAMN06311412
Tremella mesenterica	witches' butter	strain: ATCC 28783	5217	Trem_mese_ATCC28783_V1	GCA_004117975.1	GenBank	From INSDC submitter	Scaffold	73463	27110854	2019-01-29	8123	PRJNA207298	SAMN02191699
Vigna unguiculata	cowpea	cultivar: IT97K-499-35	3917	ASM411807v1	GCA_004118075.1	GenBank		Chromosome	10911736	518914349	2019-01-30		PRJNA381312	SAMN06674009
Hydra viridissima	green hydra	isolate: Nicolet	6082	Hvir_v1	GCA_004118115.1	GenBank		Scaffold	10823	298800308	2019-01-29		PRJNA419866	SAMN08153367
